"link_name","data_as_of","status","speed","travel_time"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T13:19:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T13:19:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T13:19:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T13:14:03.000","-101","15.53","614"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T13:14:03.000","0","22.36","323"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T13:14:03.000","0","11.80","1274"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T13:14:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T13:14:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T13:14:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T13:09:03.000","0","16.15","599"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T13:09:03.000","0","21.74","329"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T13:09:03.000","0","11.80","1259"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T13:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T13:09:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T13:09:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T13:04:03.000","-101","16.77","573"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T13:04:03.000","0","22.99","314"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T13:04:03.000","0","13.04","1148"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T13:04:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T13:04:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T13:04:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T12:59:03.000","-101","13.67","692"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T12:59:03.000","0","23.61","302"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T12:59:03.000","0","13.04","1143"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T12:59:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T12:59:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T12:59:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T12:54:04.000","-101","12.42","764"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T12:54:04.000","0","24.23","293"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T12:54:04.000","0","13.67","1118"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T12:54:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T12:54:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T12:54:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T12:49:03.000","0","19.26","491"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T12:49:03.000","0","23.61","306"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T12:49:03.000","0","14.29","1079"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T12:49:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T12:49:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T12:49:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T12:44:03.000","0","22.36","425"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T12:44:03.000","0","21.74","325"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T12:44:03.000","0","14.29","1053"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T12:44:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T12:44:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T12:44:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T12:39:03.000","0","22.99","415"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T12:39:03.000","0","20.50","347"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T12:39:03.000","0","14.29","1039"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T12:39:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T12:39:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T12:39:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T12:34:03.000","0","16.15","588"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T12:34:03.000","0","18.01","390"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T12:34:03.000","0","14.29","1066"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T12:34:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T12:34:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T12:34:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T12:29:03.000","0","16.15","591"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T12:29:03.000","0","16.77","426"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T12:29:03.000","0","13.04","1136"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T12:29:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T12:29:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T12:29:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T12:24:03.000","0","19.26","488"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T12:24:03.000","0","17.39","416"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T12:24:03.000","0","12.42","1187"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T12:24:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T12:24:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T12:24:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T12:19:03.000","0","21.12","449"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T12:19:03.000","0","16.77","420"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T12:19:03.000","0","11.80","1290"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T12:19:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T12:19:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T12:19:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T12:14:03.000","0","21.12","457"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T12:14:03.000","0","16.15","441"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T12:14:03.000","0","9.94","1491"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T12:14:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T12:14:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T12:14:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T12:09:03.000","0","18.64","509"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T12:09:03.000","0","16.15","438"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T12:09:03.000","0","9.32","1614"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T12:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T12:09:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T12:09:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T12:04:03.000","0","17.39","538"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T12:04:03.000","0","14.91","482"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T12:04:03.000","0","8.69","1693"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T12:04:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T12:04:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T12:04:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T11:59:03.000","0","18.64","517"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T11:59:03.000","0","18.64","386"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T11:59:03.000","0","8.69","1714"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T11:59:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T11:59:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T11:59:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T11:54:03.000","0","16.77","577"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T11:54:03.000","0","19.88","356"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T11:54:03.000","0","8.69","1763"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T11:54:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T11:54:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T11:54:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T11:49:03.000","0","18.64","505"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T11:49:03.000","0","21.12","341"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T11:49:03.000","0","8.69","1697"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T11:49:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T11:49:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T11:49:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T11:44:04.000","0","21.12","450"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T11:44:04.000","0","19.88","355"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T11:44:04.000","0","9.32","1618"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T11:44:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T11:44:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T11:44:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T11:39:03.000","0","16.15","594"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T11:39:03.000","0","19.26","373"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T11:39:03.000","0","10.56","1445"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T11:39:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T11:39:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T11:39:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T11:34:03.000","0","13.04","740"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T11:34:03.000","0","17.39","407"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T11:34:03.000","0","11.18","1381"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T11:34:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T11:34:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T11:34:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T11:29:03.000","0","11.18","844"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T11:29:03.000","0","17.39","408"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T11:29:03.000","0","11.18","1335"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T11:29:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T11:29:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T11:29:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T11:24:03.000","0","9.32","1013"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T11:24:03.000","0","17.39","401"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T11:24:03.000","0","11.80","1263"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T11:24:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T11:24:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T11:24:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T11:19:04.000","0","9.32","994"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T11:19:04.000","0","19.26","373"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T11:19:04.000","0","13.04","1146"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T11:19:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T11:19:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T11:19:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T11:14:03.000","0","10.56","914"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T11:14:03.000","0","19.88","361"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T11:14:03.000","0","13.67","1084"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T11:14:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T11:14:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T11:14:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T11:09:04.000","0","10.56","884"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T11:09:04.000","0","17.39","410"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T11:09:04.000","0","14.91","1008"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T11:09:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T11:09:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T11:09:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T11:04:03.000","0","10.56","878"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T11:04:03.000","0","16.77","421"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T11:04:03.000","0","14.91","1018"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T11:04:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T11:04:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T11:04:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T10:59:03.000","0","13.04","717"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T10:59:03.000","0","19.26","370"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T10:59:03.000","0","15.53","971"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T10:59:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T10:59:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T10:59:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T10:54:04.000","0","21.12","452"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T10:54:04.000","0","20.50","347"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T10:54:04.000","0","14.91","998"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T10:54:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T10:54:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T10:54:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T10:49:03.000","0","22.36","426"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T10:49:03.000","0","22.99","310"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T10:49:03.000","0","14.29","1074"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T10:49:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T10:49:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T10:49:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T10:44:04.000","0","22.36","430"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T10:44:04.000","0","23.61","305"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T10:44:04.000","0","13.67","1090"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T10:44:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T10:44:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T10:44:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T10:39:04.000","0","21.12","457"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T10:39:04.000","0","22.99","314"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T10:39:04.000","0","14.91","1033"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T10:39:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T10:39:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T10:39:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T10:34:04.000","0","18.01","526"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T10:34:04.000","0","19.88","360"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T10:34:04.000","0","14.91","1003"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T10:34:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T10:34:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T10:34:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T10:29:04.000","0","17.39","549"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T10:29:04.000","0","18.01","395"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T10:29:04.000","0","14.91","1027"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T10:29:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T10:29:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T10:29:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T10:24:04.000","0","16.77","569"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T10:24:04.000","0","19.26","368"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T10:24:04.000","0","14.29","1070"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T10:24:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T10:24:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T10:24:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T10:19:04.000","0","14.29","658"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T10:19:04.000","0","24.85","290"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T10:19:04.000","0","13.67","1111"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T10:19:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T10:19:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T10:19:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T10:14:04.000","0","13.04","735"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T10:14:04.000","0","22.36","320"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T10:14:04.000","0","14.29","1078"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T10:14:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T10:14:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T10:14:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T10:09:03.000","0","20.50","470"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T10:09:03.000","0","20.50","346"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T10:09:03.000","0","13.67","1114"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T10:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T10:09:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T10:09:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T10:04:04.000","0","23.61","404"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T10:04:04.000","0","19.88","354"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T10:04:04.000","0","13.67","1097"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T10:04:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T10:04:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T10:04:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T09:59:03.000","0","22.36","429"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T09:59:03.000","0","22.99","313"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T09:59:03.000","0","14.29","1061"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T09:59:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T09:59:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T09:59:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T09:54:04.000","0","22.99","415"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T09:54:04.000","0","22.36","317"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T09:54:04.000","0","14.29","1078"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T09:54:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T09:54:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T09:54:04.000","-101","0.00","0"
